step,source_elapsed_s,target_center_x,target_center_y,target_center_z,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,noise_0,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,noise_11,noise_12,noise_13
18,0.934965736,0.500000000,0.000000000,0.200000000,0.205336921,-0.858128670,-0.274229350,0.265775770,-0.470985854,-1.000000000,0.319255424,0.330480327,-1.000000000,0.930546714,0.449141517,0.085858158,0.467379622,-0.431261208,-0.355775960,-0.082104865,-0.066577899,-0.063413024,-0.722358609,-0.210018277,-0.069444078,0.070380231,-0.146637797,0.688089279,0.260340944,-0.285478272,0.838060073,-0.428208923
19,0.984942630,0.500000000,0.000000000,0.200000000,0.144079028,-1.000000000,0.314089703,-0.173094921,0.498813193,-0.447023390,0.031112548,0.229427610,-1.000000000,0.390651634,-0.392918581,-0.307176832,0.035168475,-0.169015056,-0.291330846,-0.380861640,0.467310029,-0.396362655,0.384165939,0.046632709,-0.239094946,0.020219479,-0.371912301,0.301791785,-0.444203304,-0.485948894,0.268644011,-0.141665210
20,1.034936036,0.500000000,0.000000000,0.200000000,0.692605594,0.273167655,-0.922034818,0.165309755,-0.121250088,0.342969296,-0.098637528,-0.037420867,-0.313586150,-0.115127001,-0.382672711,0.200949832,-0.358034440,-0.292804857,0.501523295,0.629801259,-0.699665907,0.060421316,-0.098469236,0.480943052,-0.220277309,-0.156901961,-0.081872572,-0.093376242,-0.402391865,0.119604117,-0.237187684,-0.239513089
21,1.084923331,0.500000000,0.000000000,0.200000000,0.409993205,-0.045502605,-0.621140390,-0.730494198,-0.214402581,-0.367682832,-0.467335313,0.306768932,-0.112145517,-0.294218862,0.038071730,-0.301687456,-0.038059184,0.448327713,0.408427988,0.056527106,-0.449152037,-0.707904606,-0.201965764,-0.289594079,-0.501590941,0.256487076,-0.063400898,-0.224917994,0.067330603,-0.312825427,0.019701643,0.484524887
22,1.135020143,0.500000000,0.000000000,0.200000000,-0.063303681,-0.329828157,-0.610828010,0.297515631,-0.108192722,0.044527835,-0.640551479,-0.063911825,0.030125635,0.119589492,0.058582241,-0.136954397,0.470942086,-0.038860959,-0.015688142,-0.295746582,-0.482766239,0.304513456,-0.108194670,0.086481265,-0.618440791,-0.097435906,0.026185001,0.191667787,0.100951953,-0.156982567,0.523735645,-0.013139860
23,1.184979357,0.500000000,0.000000000,0.200000000,-0.590909771,-0.645054919,-0.108051338,0.091021279,-0.734100982,-0.316839109,0.077171107,0.080384684,0.146261447,0.185848630,-0.025460886,-0.410855339,0.495640317,0.264216777,-0.574447227,-0.606733618,-0.031074189,0.101066749,-0.755254989,-0.279977924,0.129589782,0.056729264,0.124218819,0.262870907,0.017029693,-0.426230092,0.525119472,0.278310137
24,1.234929410,0.500000000,0.000000000,0.200000000,0.461959873,0.197611402,0.009978443,0.106157309,0.241646348,-0.433146798,-0.089759349,-0.040861448,0.172359746,0.090107542,-0.147020665,-0.184823873,-0.562949542,0.084019952,0.468593393,0.218965500,0.064478885,0.130805538,0.199768963,-0.404803048,-0.035154204,-0.068881387,0.156794082,0.145122547,-0.105144230,-0.194051088,-0.527497526,0.095188727
25,1.284909262,0.500000000,0.000000000,0.200000000,-0.103199628,-0.144450186,0.442118474,0.527717273,-0.093576008,0.370869230,0.244943430,0.057226602,-0.295113215,-0.366869193,0.384879298,-1.000000000,0.700743160,0.184975921,-0.109098542,-0.131743962,0.475274549,0.558766342,-0.137932514,0.398859851,0.295798258,0.025450762,-0.302542184,-0.320431423,0.420195206,-1.006337401,0.727985560,0.192688236
26,1.334907994,0.500000000,0.000000000,0.200000000,-0.084653844,0.755847119,0.072939334,-0.661033231,-0.344816754,-0.278015069,-0.509801696,0.494834015,0.021417402,-0.122623246,0.296359909,0.291011664,-0.337339383,-0.290112900,-0.092888606,0.762645954,0.100102065,-0.628591876,-0.380044556,-0.251915750,-0.465845789,0.460972922,0.025111944,-0.083252016,0.328203299,0.284109443,-0.307401915,-0.286420461
27,1.385613864,0.500000000,0.000000000,0.200000000,-0.543725663,0.400945894,-0.153118500,0.389823943,0.012036096,-0.352609627,-0.298211224,0.375071118,-0.254763646,0.129053497,-1.000000000,-0.444310460,0.358989536,-0.534643227,-0.554198129,0.408209593,-0.130722410,0.420240765,-0.023808815,-0.327386722,-0.259187363,0.342706161,-0.242976842,0.165548449,-0.975075485,-0.452661853,0.382319537,-0.532780249
28,1.435389530,0.500000000,0.000000000,0.200000000,0.292112838,-0.262142141,-0.291319815,0.680925416,-0.267273929,0.223586555,-0.184410512,0.123222348,0.362394538,0.391655740,-0.115893901,-1.000000000,0.724419249,-0.142301473,0.279630903,-0.252388416,-0.269128365,0.707643971,-0.300155971,0.247721696,-0.148927275,0.092758923,0.381515824,0.424684231,-0.092846597,-1.010001348,0.746235259,-0.140987624
29,1.484929814,0.500000000,0.000000000,0.200000000,0.379410980,-0.368750019,-0.179173150,0.055728223,0.045532957,0.438217718,-0.667787908,-0.088146141,0.097856184,0.159064085,0.020194402,0.146769683,0.435240713,-0.137326277,0.364712013,-0.355122959,-0.157238263,0.078651771,0.014136859,0.461121393,-0.634832139,-0.117084796,0.119590785,0.190333229,0.041143954,0.135740566,0.454734297,-0.135790065
30,1.534935775,0.500000000,0.000000000,0.200000000,-0.120729601,-0.044397518,0.288250172,-0.719266332,1.000000000,-0.094151255,-0.254272320,-0.045713581,-0.402903381,-0.372529837,-0.145604434,0.279859545,0.303794274,-0.101020986,-0.137356229,-0.026868662,0.310835247,-0.699599323,0.970496945,-0.071467465,-0.223601912,-0.073477121,-0.380736177,-0.342885931,-0.124752204,0.268043601,0.321586007,-0.098965650
31,1.584947652,0.500000000,0.000000000,0.200000000,-0.055167762,0.206148946,-0.800104447,-0.091158240,0.631498641,0.360146512,-0.095896479,-0.297695108,-0.232128833,0.455267406,0.866028018,-0.063964280,-0.638875349,0.045470297,-0.073139771,0.226556548,-0.776802467,-0.074012785,0.603169546,0.382448890,-0.066888862,-0.324732464,-0.209714996,0.483798827,0.886331940,-0.076240574,-0.622650466,0.048010671
32,1.634977072,0.500000000,0.000000000,0.200000000,0.240038135,0.413727493,0.140345461,1.000000000,0.039294546,0.635781837,-0.426470900,0.384721089,0.388877863,0.296131843,-0.343316187,-0.047248906,-0.505544179,0.015827348,0.221412943,0.433967422,0.164023799,1.016860262,0.011815093,0.657747838,-0.398644058,0.358040389,0.411535680,0.324032434,-0.323133451,-0.059670613,-0.490159080,0.018628528
33,1.685376015,0.500000000,0.000000000,0.200000000,0.103199599,0.258823949,-0.520247159,-0.371081221,-1.000000000,-0.002773459,-0.415773265,0.281231373,-0.213378200,0.170808965,-0.181464776,-0.000109536,-0.100415010,-0.327723335,0.084673168,0.278805298,-0.495707407,-0.354823195,-1.025818067,0.018690580,-0.389030278,0.254763711,-0.190609278,0.197955770,-0.161792144,-0.012746382,-0.085919192,-0.324820947
34,1.734944419,0.500000000,0.000000000,0.200000000,0.254342638,-0.431248240,0.506961159,-1.000000000,-0.256914201,0.166429445,0.292621219,-0.443347469,0.040516025,0.034079324,0.087641349,-0.200510443,-0.355619982,0.041136633,0.235513015,-0.411464507,0.531223140,-0.984241275,-0.282645243,0.187337682,0.318641988,-0.469677197,0.063525817,0.060628248,0.107059983,-0.213240525,-0.341962054,0.043940815
35,1.785004293,0.500000000,0.000000000,0.200000000,0.165909453,0.427982024,-0.071814441,-0.445573329,0.414724942,-0.341912432,-0.306799408,-0.135732196,-0.038723155,0.029123940,0.823378352,0.336225076,0.379236475,-0.116529366,0.146929889,0.447562599,-0.047816877,-0.430135503,0.388948869,-0.321554052,-0.281144390,-0.161956258,-0.015553179,0.055186844,0.842560356,0.323534059,0.392178320,-0.113908451
36,1.834919996,0.500000000,0.000000000,0.200000000,-0.280119368,-0.197405371,-0.242123199,1.000000000,0.847331000,0.176433816,-0.054369209,-0.282075309,-0.134795857,-0.260229047,-0.342041573,0.245363988,0.732666536,0.563067850,-0.299162866,-0.178043208,-0.218441763,1.015126516,0.821763874,0.196324398,-0.029010569,-0.308136076,-0.111482892,-0.234347354,-0.323074634,0.232934385,0.745054102,0.565495587
37,1.884925663,0.500000000,0.000000000,0.200000000,-0.026470519,0.042544908,0.123836064,-0.330280048,0.788686928,0.109924496,0.028268246,0.170605033,-0.169470213,-0.090778687,0.553187900,0.568550253,0.083098376,-0.375018944,-0.045477321,0.061707900,0.147163495,-0.315445738,0.763475458,0.129414453,0.053292865,0.144745534,-0.146001795,-0.065027053,0.571923119,0.556488951,0.095016610,-0.372793862
38,1.935038910,0.500000000,0.000000000,0.200000000,0.720297071,0.232766607,0.410043318,-0.458111256,0.403891190,0.139521012,0.138018649,0.335517022,-0.605731463,0.481485080,-0.132875173,-0.188826902,0.032253268,0.148208871,0.701370074,0.251744685,0.433006047,-0.443557683,0.379105083,0.158656215,0.162695452,0.309828862,-0.582114659,0.507117806,-0.114356245,-0.200495048,0.043761701,0.150210661
39,1.984940042,0.500000000,0.000000000,0.200000000,0.107745011,-0.140934205,0.275020792,1.000000000,0.471778889,-0.075067867,0.485092069,0.269519053,-0.259093886,0.497801668,-0.557403974,0.333575787,0.822031072,-0.297157657,0.088930119,-0.122138394,0.297609054,1.014288373,0.447455258,-0.056266852,0.509421996,0.243996277,-0.235329950,0.523319953,-0.539104316,0.322289955,0.833158398,-0.295389755
40,2.035003063,0.500000000,0.000000000,0.200000000,-0.077378084,-0.346881397,0.579370918,-0.319922460,0.021723804,0.092929369,0.377728666,0.211737555,-0.341407001,-0.770470120,0.411641472,0.052321747,0.262687822,-0.163531684,-0.096030303,-0.328279754,0.601584574,-0.305880830,-0.002095156,0.111396045,0.401711241,0.186370885,-0.317468783,-0.745231558,0.429716852,0.041318347,0.273437687,-0.162002982
41,2.084971047,0.500000000,0.000000000,0.200000000,0.017734209,0.630015601,-0.633420278,-0.113562629,-0.843885491,0.282605710,0.039618955,-0.203912622,-0.611798037,0.009749897,0.044516713,-0.079251441,0.550003505,-0.271129252,-0.000731088,0.648388217,-0.611574427,-0.099737620,-0.867176893,0.300729298,0.063263108,-0.229190134,-0.587694986,0.034566306,0.062376274,-0.090101527,0.560389315,-0.269858035
42,2.135124506,0.500000000,0.000000000,0.200000000,0.229863660,0.691284435,-0.262357040,0.422953919,0.875264536,-0.325829048,-0.258743499,-0.274724096,0.161920247,0.692166179,-0.620539039,0.023479740,1.000000000,-0.167086200,0.211595038,0.709406706,-0.240868962,0.436564377,0.852519962,-0.308075115,-0.235425592,-0.299970515,0.186182282,0.716473454,-0.602893538,0.012665711,1.010036653,-0.166091943
43,2.185002479,0.500000000,0.000000000,0.200000000,0.193943744,0.264281870,-0.225515927,0.446553644,0.235407680,-0.037966625,-0.122960164,0.336221468,0.032348674,-0.306543881,-0.232056720,0.175777481,0.176013627,-0.381431339,0.175878856,0.282147207,-0.204363896,0.459954391,0.213211707,-0.020593374,-0.099947038,0.311074272,0.056759721,-0.282628935,-0.214611638,0.164993936,0.185709539,-0.380726611
44,2.234962595,0.500000000,0.000000000,0.200000000,0.265184812,-0.579823700,-0.770636795,-0.176328259,0.210392559,0.203674250,-0.455967845,-0.061903243,0.347943152,-0.039769098,0.475316494,0.361977244,-0.631857606,-0.217476112,0.247325457,-0.562201592,-0.749799948,-0.163144330,0.188726841,0.220676184,-0.433247685,-0.086901209,0.372490455,-0.016150100,0.492566458,0.351284168,-0.622503541,-0.217059394
45,2.284968229,0.500000000,0.000000000,0.200000000,0.264307466,-1.000000000,0.333639040,-0.087535415,-0.463632507,0.501734144,-0.351897100,-0.126465688,-0.129473411,-0.140214083,0.221478015,0.233497189,-1.000000000,0.321496701,0.246646353,-0.982598256,0.354172076,-0.074567620,-0.484790155,0.518387997,-0.329466613,-0.151329685,-0.104796218,-0.116900419,0.238551542,0.222917558,-0.990972138,0.321636802
46,2.335316333,0.500000000,0.000000000,0.200000000,0.318741576,0.426571937,0.189662504,-0.769468816,0.452493852,-0.116899334,-0.422083019,0.038486232,0.216644845,-0.399881338,-0.472095191,0.331482596,0.428829853,-0.146911071,0.301275616,0.443758586,0.209895273,-0.756708344,0.431826221,-0.100580607,-0.399936138,0.013766508,0.241454405,-0.376852357,-0.455209782,0.321031846,0.437529900,-0.147034453
47,2.384951231,0.500000000,0.000000000,0.200000000,0.076914865,-0.009792423,0.538781244,0.132112333,-0.984549393,-0.205387798,0.446632623,0.350831123,0.449288970,-0.102282942,-0.395345637,0.391793452,-0.058556500,-0.065712129,0.059640275,0.007186252,0.558720713,0.144668118,-1.004740029,-0.189391508,0.468499192,0.326255137,0.474221597,-0.079535878,-0.378633120,0.381478854,-0.050174540,-0.066087072
48,2.434878091,0.500000000,0.000000000,0.200000000,-0.169634832,0.145192879,-0.390504479,-0.213281241,1.000000000,-0.033613385,0.448809155,0.077873403,0.125283155,0.048434469,0.948743594,0.209683514,0.110875523,0.049134687,-0.186717352,0.161967735,-0.370850971,-0.200928594,0.980274983,-0.017935601,0.470400926,0.053444911,0.150336936,0.070911721,0.965280176,0.199510403,0.118944491,0.048518099
49,2.484969574,0.500000000,0.000000000,0.200000000,-0.116791376,0.546162317,-0.353809796,-0.774430674,0.165973452,0.088954395,-0.469637549,0.091155040,-0.028533311,-0.634023910,-0.933081939,0.193849369,-0.006775675,0.228789988,-0.133685309,0.562736256,-0.334443964,-0.762280213,0.146707312,0.104319241,-0.448320063,0.066877228,-0.003358982,-0.611812599,-0.916724688,0.183824688,0.000979330,0.227940212
50,2.534888360,0.500000000,0.000000000,0.200000000,-0.352232914,0.535291024,0.029027062,0.214521873,1.000000000,-0.020142417,-0.086385713,-0.078106101,-0.541688806,-0.055469390,-0.649101086,-0.557634634,-0.766160483,0.212743664,-0.368944106,0.551698145,0.048189419,0.226547003,0.981119094,-0.004994720,-0.065295412,-0.102253263,-0.516440169,-0.033467725,-0.632816117,-0.567548521,-0.758629132,0.211674610
51,2.585012257,0.500000000,0.000000000,0.200000000,-0.013147535,0.555759922,-0.254482957,-0.206747438,-0.378872942,-0.230623877,0.638333465,-0.648426371,0.431497037,0.426009545,-0.212146535,0.085716251,0.650820364,0.004377963,-0.029691171,0.572001208,-0.235613851,-0.194946836,-0.397344649,-0.215778085,0.659179493,-0.672427213,0.456769799,0.447765279,-0.196039112,0.075954997,0.658061889,0.003111559
52,2.635090977,0.500000000,0.000000000,0.200000000,-0.549185767,-0.343217178,0.517313316,-0.499165454,0.704569394,-0.113047843,0.258406606,-0.100519233,-0.270615354,-0.142859924,-0.936279124,0.319299872,-0.915607300,-0.016360164,-0.565554601,-0.327150040,0.535914026,-0.487542166,0.686535003,-0.098466235,0.278987851,-0.124361616,-0.245332829,-0.121341992,-0.920283998,0.309694469,-0.908641224,-0.017826422
53,2.684939296,0.500000000,0.000000000,0.200000000,-0.289521131,0.150214115,0.511928611,-0.001633594,-0.154722737,0.051104758,0.158175625,0.234944240,-0.194923075,0.429460409,-0.456944282,-0.070245764,0.936105234,0.061811802,-0.305702805,0.166117202,0.530263337,0.009800563,-0.172328766,0.065422938,0.178499224,0.211259452,-0.169670833,0.450745664,-0.441053406,-0.079691023,0.942808973,0.060148998
54,2.735387859,0.500000000,0.000000000,0.200000000,0.223821643,0.186425916,0.113373622,0.982679407,0.057554938,-0.362224917,-0.091657777,0.075170868,-0.220007577,-0.238114288,0.534865297,0.316981256,0.673265727,0.077913464,0.207824347,0.202171597,0.131445696,0.993930080,0.040369345,-0.348158456,-0.071588250,0.051645388,-0.194778179,-0.217053791,0.550643876,0.307697272,0.679708513,0.076057571
55,2.784976890,0.500000000,0.000000000,0.200000000,-0.283942998,-0.114186178,-0.133148776,-0.173281061,0.450091069,-0.414125755,-0.071931355,0.404731058,-0.425505696,0.265679366,-0.000374296,-0.863433446,-0.391788445,0.374722190,-0.299759836,-0.098593419,-0.115336567,-0.162212755,0.433315310,-0.400307186,-0.052110803,0.381365959,-0.400303267,0.286519869,0.015297915,-0.872554843,-0.385598910,0.372678916
56,2.834982734,0.500000000,0.000000000,0.200000000,-0.169611122,0.024703538,-0.046334100,-0.574200202,0.670255383,0.202198827,0.143254502,-0.009579647,-0.318222544,-0.378186822,0.392841013,-1.000000000,0.411765247,0.098564674,-0.185248972,0.040147946,-0.028774879,-0.563311247,0.653880355,0.215773166,0.162830420,-0.032784912,-0.293039988,-0.357562561,0.408398304,-1.008959374,0.417702321,0.096340285
57,2.884938201,0.500000000,0.000000000,0.200000000,0.148502786,-0.011171371,-0.426746081,-0.435985237,-0.061968527,0.088899305,0.452602026,0.092399183,0.171220569,-0.314958602,0.365316851,0.286445591,0.759929861,0.274780710,0.133040189,0.004125684,-0.409435603,-0.425269346,-0.077953560,0.102235568,0.471937277,0.069355463,0.196385561,-0.294543734,0.380764347,0.277648329,0.765621984,0.272382224
58,2.934962102,0.500000000,0.000000000,0.200000000,0.032808445,-0.522745556,0.646869220,-0.450676447,0.210956371,0.225428069,0.299916313,-0.225703877,-0.362553222,0.429315422,0.296517349,1.000000000,-0.325060592,-0.436189013,0.017521298,-0.507595213,0.663938102,-0.440130791,0.195352139,0.238528636,0.319015439,-0.248586853,-0.337396927,0.449524978,0.311844770,0.991364760,-0.319614465,-0.438754987
59,2.984946630,0.500000000,0.000000000,0.200000000,-0.302913435,-0.413529526,-0.176584695,0.151085781,0.197320245,-0.072649269,-0.298594573,0.098285867,-0.199927289,0.343309900,-0.154529721,-0.301819279,0.506497129,0.334641868,-0.318030375,-0.398523720,-0.159755445,0.161459660,0.182086831,-0.059784040,-0.279728015,0.075564232,-0.174777696,0.363318952,-0.139317668,-0.310293836,0.511703950,0.331914314
60,3.034960585,0.500000000,0.000000000,0.200000000,0.462144605,-0.442446274,0.404791614,0.698764743,0.160698764,-0.215534447,-0.061175062,0.175783126,0.026309946,0.030766988,0.414680989,1.000000000,0.649857695,-0.232649791,0.447197916,-0.427582043,0.421388783,0.708974407,0.145828162,-0.202898391,-0.042537328,0.153224038,0.051454253,0.050582506,0.429776006,0.991686156,0.654829829,-0.235532748
61,3.084917297,0.500000000,0.000000000,0.200000000,-0.424393538,0.775308354,0.576143839,-0.037341282,-0.877658900,0.327013413,-0.198796743,-0.165065023,-0.095057023,0.022905270,-0.688906180,-0.652499925,-0.013803044,0.016961430,-0.439172461,0.790028090,0.592510654,-0.027291126,-0.892177805,0.339426538,-0.180385004,-0.187463022,-0.069911973,0.042528905,-0.673934398,-0.660654248,-0.009066879,0.013929344
62,3.135045449,0.500000000,0.000000000,0.200000000,-0.400958810,1.000000000,0.465430378,0.260904272,0.367821862,-0.481828219,0.011983447,0.149437309,0.014204443,0.108997676,0.239954549,0.814845162,0.450357058,-0.138340468,-0.415570810,1.014579963,0.481579085,0.270799829,0.353644040,-0.469631858,0.030176338,0.127199479,0.039347088,0.128437114,0.254818053,0.806845234,0.454869978,-0.141515790
63,3.184901128,0.500000000,0.000000000,0.200000000,0.311818494,-0.225211757,0.072102949,0.157005607,0.009088657,-0.054073508,0.085704461,0.103081101,-0.894616537,-0.056934543,-0.357368200,0.813631041,0.066215644,-0.198806594,0.297370767,-0.210771627,0.088034525,0.166754007,-0.004760397,-0.042085867,0.103683204,0.081002544,-0.869473906,-0.037674209,-0.342623939,0.805784318,0.070504842,-0.202118730
64,3.234880285,0.500000000,0.000000000,0.200000000,0.142242248,0.051186868,0.214400992,-1.000000000,-0.186159780,-0.235527644,0.525464649,0.201223371,-0.113052065,-0.058537952,-0.060690710,-0.264986436,-0.407805264,-0.351478747,0.127955495,0.065491725,0.230121250,-0.990402438,-0.199687796,-0.223747979,0.543232406,0.179303927,-0.087908496,-0.039454072,-0.046062533,-0.272681743,-0.403735302,-0.354922198
65,3.284851213,0.500000000,0.000000000,0.200000000,0.322943826,-0.493676119,0.157983990,0.404121832,0.315837694,-0.027925796,0.196628215,-0.123480725,-0.385162828,0.320679624,0.250963640,0.600922572,-0.005181267,-0.528098173,0.308816662,-0.479508296,0.173495533,0.413574984,0.302623074,-0.016350726,0.214188345,-0.145241071,-0.360022287,0.339590967,0.265481154,0.593376834,-0.001323629,-0.531667485
