step,source_elapsed_s,target_center_x,target_center_y,target_center_z,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,noise_0,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,noise_11,noise_12,noise_13
63,3.184901128,0.500000000,0.000000000,0.200000000,0.014447727,-0.014440130,-0.015931576,-0.009748400,0.013849054,-0.011987641,-0.017978743,0.022078557,-0.025142631,-0.019260334,-0.014744261,0.007846723,-0.004289198,0.003312136,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
64,3.234880285,0.500000000,0.000000000,0.200000000,0.014286753,-0.014304857,-0.015720258,-0.009597562,0.013528016,-0.011779665,-0.017767757,0.021919444,-0.025143569,-0.019083880,-0.014628177,0.007695307,-0.004069962,0.003443451,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
65,3.284851213,0.500000000,0.000000000,0.200000000,0.014127164,-0.014167823,-0.015511543,-0.009453152,0.013214620,-0.011575070,-0.017560130,0.021760346,-0.025140541,-0.018911343,-0.014517514,0.007545738,-0.003857638,0.003569312,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
66,3.334866334,0.500000000,0.000000000,0.200000000,0.013967291,-0.014033218,-0.015304227,-0.009306457,0.012904267,-0.011371100,-0.017352479,0.021599056,-0.025138112,-0.018741662,-0.014397109,0.007394708,-0.003642826,0.003690151,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
67,3.384911286,0.500000000,0.000000000,0.200000000,0.013816550,-0.013916013,-0.015156173,-0.009216513,0.012647971,-0.011231925,-0.017179795,0.021468196,-0.025153048,-0.018600076,-0.014335312,0.007281228,-0.003481761,0.003808212,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
68,3.435120044,0.500000000,0.000000000,0.200000000,0.013676498,-0.013796469,-0.014942822,-0.009052160,0.012374995,-0.011021086,-0.016995426,0.021311998,-0.025130859,-0.018442998,-0.014196789,0.007136574,-0.003275308,0.003909173,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
69,3.484907318,0.500000000,0.000000000,0.200000000,0.013529592,-0.013662771,-0.014748420,-0.008921204,0.012084577,-0.010830031,-0.016794361,0.021152584,-0.025132878,-0.018283505,-0.014085320,0.006991147,-0.003073608,0.004011982,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
70,3.534934563,0.500000000,0.000000000,0.200000000,0.013374917,-0.013531859,-0.014554985,-0.008787365,0.011802517,-0.010639989,-0.016596975,0.020994017,-0.025131201,-0.018124815,-0.013968042,0.006846999,-0.002873517,0.004112474,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
71,3.584921276,0.500000000,0.000000000,0.200000000,0.013221096,-0.013397668,-0.014363828,-0.008655798,0.011526361,-0.010452612,-0.016402375,0.020834524,-0.025132684,-0.017968969,-0.013853176,0.006705564,-0.002676078,0.004211207,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
72,3.634962296,0.500000000,0.000000000,0.200000000,0.013067671,-0.013268037,-0.014177229,-0.008526845,0.011255218,-0.010269824,-0.016210767,0.020676209,-0.025130384,-0.017814152,-0.013742869,0.006567496,-0.002485434,0.004307072,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
73,3.684924252,0.500000000,0.000000000,0.200000000,0.012915996,-0.013138688,-0.013991940,-0.008400410,0.010992020,-0.010089942,-0.016021803,0.020517265,-0.025131209,-0.017663460,-0.013627376,0.006431276,-0.002296280,0.004399703,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
74,3.734931496,0.500000000,0.000000000,0.200000000,0.012766197,-0.013011632,-0.013810762,-0.008273290,0.010734366,-0.009911548,-0.015834961,0.020359663,-0.025129594,-0.017512945,-0.013517784,0.006298303,-0.002113369,0.004488997,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
75,3.785041058,0.500000000,0.000000000,0.200000000,0.012616114,-0.012882252,-0.013632161,-0.008155050,0.010483257,-0.009738145,-0.015651237,0.020201329,-0.025127940,-0.017367493,-0.013406731,0.006166820,-0.001933930,0.004574073,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
76,3.834955954,0.500000000,0.000000000,0.200000000,0.012467134,-0.012756179,-0.013457953,-0.008033859,0.010237854,-0.009565963,-0.015470484,0.020045495,-0.025127999,-0.017221164,-0.013293800,0.006038675,-0.001755191,0.004655678,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
77,3.884965713,0.500000000,0.000000000,0.200000000,0.012321601,-0.012630777,-0.013284788,-0.007916654,0.009998901,-0.009397148,-0.015292056,0.019888053,-0.025124939,-0.017080374,-0.013186472,0.005912228,-0.001583784,0.004734145,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
78,3.935075389,0.500000000,0.000000000,0.200000000,0.012176203,-0.012506133,-0.013113962,-0.007803784,0.009767247,-0.009233756,-0.015115749,0.019733647,-0.025123421,-0.016938839,-0.013076222,0.005788463,-0.001413687,0.004808486,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
79,3.984904757,0.500000000,0.000000000,0.200000000,0.012031876,-0.012381638,-0.012950866,-0.007697904,0.009543774,-0.009076949,-0.014944841,0.019581163,-0.025123667,-0.016801728,-0.012969875,0.005669734,-0.001248597,0.004879339,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
80,4.035258606,0.500000000,0.000000000,0.200000000,0.258516073,-0.839753687,-0.066292144,-0.940022171,0.437046468,-0.987477481,0.011421712,0.143590108,-0.877535045,-0.186486840,-0.947509587,0.231213659,-0.988446474,-0.446825415,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
81,4.084996231,0.400000000,0.000000000,0.200000000,0.244822815,-0.201923102,0.024912290,-0.813150585,-0.178798422,-0.864799857,0.236692846,0.333043426,-0.616853654,0.086758144,-0.742892385,0.217848554,-0.927129507,-0.499109626,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
82,4.134949868,0.400000000,0.000000000,0.200000000,0.199476987,0.059797507,0.022750810,-0.495987862,-0.355824709,-0.398857445,0.278246105,0.320438832,-0.293702900,0.038278449,-0.514566720,0.193900213,-0.685333729,-0.404847652,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
83,4.184850907,0.400000000,0.000000000,0.200000000,0.090144821,0.031272508,-0.091880612,-0.240680665,-0.318057120,-0.112836249,0.149536267,0.116892084,-0.072071157,-0.090346389,-0.242554262,0.021737212,-0.172492325,-0.364312470,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
84,4.234938551,0.400000000,0.000000000,0.200000000,0.022117240,-0.121433847,-0.187798798,-0.042361744,-0.196625173,-0.043307416,-0.014799587,-0.075718805,-0.022079874,-0.174798235,-0.056325771,-0.108571060,0.083066911,-0.325582385,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
85,4.284920177,0.400000000,0.000000000,0.200000000,-0.016451625,-0.211014360,-0.175920382,0.145932436,-0.123383626,0.045319762,-0.127898395,-0.148495927,0.026753780,-0.149623543,0.115652934,-0.155977026,0.119541563,-0.235942811,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
86,4.334897417,0.400000000,0.000000000,0.200000000,-0.016373074,-0.198292628,-0.088598028,0.142030492,-0.078976519,0.027982058,-0.185940161,-0.113300726,0.006556505,-0.031692334,0.131351948,-0.064370386,0.103202745,-0.123102076,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
87,4.385147843,0.400000000,0.000000000,0.200000000,-0.045002934,-0.118029192,-0.047835026,0.086447924,-0.074941367,0.033405408,-0.208571315,-0.095364593,-0.013303432,-0.007341983,0.097867273,-0.038177382,0.066739030,-0.052165382,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
88,4.435058461,0.400000000,0.000000000,0.200000000,-0.064512402,-0.065937422,-0.000360377,0.047852781,-0.034882993,0.030636488,-0.202940047,-0.035862103,-0.023870606,0.042473696,0.058570217,-0.013963812,0.032753088,-0.016020946,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
89,4.484972123,0.400000000,0.000000000,0.200000000,-0.073392570,-0.030788019,0.037029024,0.016669990,-0.022293802,0.024495268,-0.188927546,-0.020001408,-0.023142505,0.027790943,0.024004372,-0.022115119,0.010430435,0.008565417,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
90,4.534921530,0.400000000,0.000000000,0.200000000,-0.057581287,-0.028120495,0.059864804,0.001109976,-0.007975956,0.012069168,-0.160856873,-0.017177157,-0.019558083,0.023757717,-0.003905968,-0.030213062,-0.012077951,0.027214846,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
91,4.585039355,0.400000000,0.000000000,0.200000000,-0.044307090,-0.016343631,0.061392765,-0.018080898,0.010495132,-0.000758834,-0.123886228,-0.017978488,-0.013185723,0.016935615,-0.007221877,-0.035579670,-0.017548980,0.034069944,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
92,4.634942967,0.400000000,0.000000000,0.200000000,-0.034714758,-0.007178826,0.056114741,-0.026482003,0.027275341,-0.010026856,-0.093135610,-0.020329973,-0.017302107,0.009827603,-0.004597459,-0.032805208,-0.012927065,0.030244548,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
93,4.684925756,0.400000000,0.000000000,0.200000000,-0.029363012,-0.004438582,0.050668497,-0.022961853,0.034277018,-0.010171904,-0.070746794,-0.020234406,-0.019083487,0.010131527,-0.004344963,-0.027980883,-0.008427301,0.027139599,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
94,4.735233985,0.400000000,0.000000000,0.200000000,-0.024312025,-0.007675753,0.045974120,-0.016409522,0.027133618,-0.009008551,-0.054171380,-0.021355754,-0.021160198,0.009017230,-0.003925771,-0.025781572,-0.005959485,0.027979355,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
95,4.784908896,0.400000000,0.000000000,0.200000000,-0.022537595,-0.012536154,0.040252257,-0.011210445,0.026346935,-0.008244856,-0.042743158,-0.021109892,-0.022049960,0.010422664,-0.004549209,-0.023357887,-0.004712636,0.027731786,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
96,4.834924400,0.400000000,0.000000000,0.200000000,-0.022686008,-0.016450413,0.033937037,-0.007468081,0.024586642,-0.007665886,-0.036594782,-0.022299323,-0.022829683,0.010231846,-0.004438273,-0.021007659,-0.003984907,0.027023887,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
97,4.885173759,0.400000000,0.000000000,0.200000000,-0.023292417,-0.019974111,0.029471681,-0.004215026,0.022708658,-0.007346982,-0.032773033,-0.022706842,-0.023086891,0.010971605,-0.004434711,-0.018721100,-0.003966847,0.026692471,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
98,4.934971927,0.400000000,0.000000000,0.200000000,-0.023912475,-0.022121398,0.026641985,-0.002243340,0.020291079,-0.007127619,-0.030275626,-0.022997607,-0.023173327,0.011218674,-0.004366554,-0.016832333,-0.004363807,0.026872408,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
99,4.984892661,0.400000000,0.000000000,0.200000000,-0.024073405,-0.021826422,0.025454706,-0.002013416,0.018190004,-0.006888735,-0.028435661,-0.022790276,-0.023463277,0.011357907,-0.004205253,-0.015466387,-0.004965071,0.027202226,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
100,5.035023337,0.400000000,0.000000000,0.200000000,-0.023444781,-0.021929668,0.025125779,-0.001554000,0.016732445,-0.006529037,-0.027270267,-0.022253964,-0.023645524,0.011335572,-0.003968924,-0.014447958,-0.005263593,0.027380884,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
101,5.084873713,0.400000000,0.000000000,0.200000000,-0.022818284,-0.021956047,0.025143605,-0.001376229,0.015856968,-0.006261922,-0.026617981,-0.021738395,-0.023903839,0.011259542,-0.003761130,-0.013770760,-0.005496432,0.027439322,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
102,5.135079907,0.400000000,0.000000000,0.200000000,-0.022304159,-0.021891942,0.025006451,-0.001260962,0.014984055,-0.005996863,-0.026094107,-0.021052467,-0.024243969,0.011439070,-0.003466479,-0.013051104,-0.005588905,0.027297597,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
103,5.185407638,0.400000000,0.000000000,0.200000000,-0.021764381,-0.021934003,0.025036348,-0.001156594,0.014233690,-0.005802305,-0.025792621,-0.020559503,-0.024021327,0.011429721,-0.003563946,-0.012410235,-0.005756628,0.027104354,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
104,5.234909684,0.400000000,0.000000000,0.200000000,-0.021572819,-0.021932706,0.024639290,-0.001070816,0.013348848,-0.005652285,-0.025552990,-0.020116445,-0.023850210,0.011468332,-0.003457553,-0.011803042,-0.005846419,0.026847905,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
105,5.285024469,0.400000000,0.000000000,0.200000000,-0.021321030,-0.021977998,0.024377998,-0.000924486,0.012551337,-0.005555602,-0.025286224,-0.019785183,-0.023727477,0.011463081,-0.003409453,-0.011280110,-0.005934929,0.026633406,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
106,5.335354698,0.400000000,0.000000000,0.200000000,-0.021141008,-0.021984896,0.024072943,-0.000821758,0.011766505,-0.005475921,-0.024991136,-0.019437404,-0.023588590,0.011538098,-0.003338285,-0.010769420,-0.006010415,0.026443873,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
107,5.384935537,0.400000000,0.000000000,0.200000000,-0.020954559,-0.021982273,0.023801986,-0.000709381,0.011036548,-0.005403056,-0.024680981,-0.019133681,-0.023458127,0.011571755,-0.003274956,-0.010289716,-0.006064147,0.026285067,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
108,5.434910700,0.400000000,0.000000000,0.200000000,-0.020787410,-0.021964937,0.023524102,-0.000612479,0.010339521,-0.005343230,-0.024354350,-0.018826531,-0.023328193,0.011627276,-0.003210375,-0.009826783,-0.006105764,0.026145250,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
109,5.484925698,0.400000000,0.000000000,0.200000000,-0.020621790,-0.021940051,0.023259146,-0.000511292,0.009681850,-0.005285176,-0.024017401,-0.018539889,-0.023200678,0.011663996,-0.003147374,-0.009389013,-0.006134478,0.026024470,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
110,5.535012799,0.400000000,0.000000000,0.200000000,-0.020463500,-0.021908503,0.022997154,-0.000421416,0.009057010,-0.005238835,-0.023669597,-0.018258909,-0.023075491,0.011702666,-0.003085877,-0.008971995,-0.006155055,0.025917133,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
111,5.584910249,0.400000000,0.000000000,0.200000000,-0.020305837,-0.021855228,0.022743274,-0.000343222,0.008471529,-0.005198365,-0.023322897,-0.017978964,-0.022965381,0.011730893,-0.003018987,-0.008567936,-0.006167125,0.025781348,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
112,5.635013526,0.400000000,0.000000000,0.200000000,-0.020149067,-0.021791989,0.022492645,-0.000277039,0.007917317,-0.005164681,-0.022985037,-0.017697481,-0.022863479,0.011747260,-0.002947625,-0.008177388,-0.006172162,0.025613783,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
113,5.684934058,0.400000000,0.000000000,0.200000000,-0.019989956,-0.021727661,0.022255292,-0.000213195,0.007399159,-0.005130663,-0.022660749,-0.017424710,-0.022766361,0.011745285,-0.002884579,-0.007811931,-0.006182994,0.025432920,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
114,5.734947301,0.400000000,0.000000000,0.200000000,-0.019835344,-0.021664539,0.022014882,-0.000155512,0.006900890,-0.005099006,-0.022345146,-0.017153529,-0.022673050,0.011739564,-0.002812533,-0.007465767,-0.006187301,0.025242718,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
115,5.784850872,0.400000000,0.000000000,0.200000000,-0.019677334,-0.021601195,0.021781836,-0.000105072,0.006426607,-0.005072014,-0.022037432,-0.016891219,-0.022582091,0.011722802,-0.002748399,-0.007139897,-0.006189282,0.025045818,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
116,5.834961170,0.400000000,0.000000000,0.200000000,-0.019522153,-0.021537701,0.021550039,-0.000059638,0.005974449,-0.005046921,-0.021736355,-0.016633414,-0.022494309,0.011701206,-0.002684742,-0.006832024,-0.006189431,0.024843557,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
117,5.884940692,0.400000000,0.000000000,0.200000000,-0.019367300,-0.021472985,0.021314165,-0.000015650,0.005533270,-0.005021723,-0.021438204,-0.016378665,-0.022406304,0.011674880,-0.002619460,-0.006537828,-0.006181892,0.024633713,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
118,5.935031733,0.400000000,0.000000000,0.200000000,-0.019212572,-0.021430312,0.021186808,0.000033345,0.005217270,-0.005001466,-0.021194465,-0.016182937,-0.022352742,0.011606381,-0.002567708,-0.006319744,-0.006197850,0.024456333,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
119,5.984954440,0.400000000,0.000000000,0.200000000,-0.019102708,-0.021363823,0.020904051,0.000048149,0.004793313,-0.004988428,-0.020918693,-0.015926950,-0.022253908,0.011619261,-0.002509177,-0.006052323,-0.006186332,0.024246208,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
120,6.035347619,0.400000000,0.000000000,0.200000000,-0.018934915,-0.021302758,0.020698333,0.000092033,0.004417901,-0.004961263,-0.020644957,-0.015709588,-0.022178054,0.011556848,-0.002454103,-0.005807640,-0.006163937,0.024032362,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
121,6.085327536,0.400000000,0.000000000,0.200000000,-0.018787773,-0.021237221,0.020468378,0.000116844,0.004044231,-0.004941445,-0.020369058,-0.015468770,-0.022095535,0.011524085,-0.002397046,-0.005568096,-0.006144059,0.023810139,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
122,6.134959647,0.400000000,0.000000000,0.200000000,-0.018631382,-0.021173429,0.020258032,0.000148784,0.003697516,-0.004918133,-0.020100679,-0.015247383,-0.022018824,0.011462052,-0.002341614,-0.005348459,-0.006122021,0.023585416,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
123,6.185007537,0.400000000,0.000000000,0.200000000,-0.018481743,-0.021109575,0.020042954,0.000171516,0.003363541,-0.004899969,-0.019836022,-0.015022510,-0.021943957,0.011408489,-0.002288120,-0.005139432,-0.006101116,0.023356354,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
124,6.235078868,0.400000000,0.000000000,0.200000000,-0.018331693,-0.021047823,0.019833267,0.000194672,0.003045911,-0.004880941,-0.019578019,-0.014806751,-0.021868316,0.011345011,-0.002236040,-0.004943248,-0.006077677,0.023124736,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
125,6.284893134,0.400000000,0.000000000,0.200000000,-0.018183351,-0.020983597,0.019626541,0.000209775,0.002744135,-0.004865884,-0.019325018,-0.014594099,-0.021796277,0.011280527,-0.002185377,-0.004758195,-0.006051898,0.022890734,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
126,6.334973570,0.400000000,0.000000000,0.200000000,-0.018036108,-0.020920519,0.019422360,0.000229355,0.002455725,-0.004845790,-0.019077126,-0.014386389,-0.021722864,0.011212163,-0.002138125,-0.004584213,-0.006026374,0.022655424,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
127,6.384949633,0.400000000,0.000000000,0.200000000,-0.017889855,-0.020856755,0.019221904,0.000244465,0.002180860,-0.004826844,-0.018833742,-0.014182799,-0.021654366,0.011140586,-0.002088058,-0.004420244,-0.005997541,0.022419063,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
128,6.434963526,0.400000000,0.000000000,0.200000000,-0.017745048,-0.020792350,0.019023806,0.000253763,0.001919167,-0.004811824,-0.018594870,-0.013984109,-0.021585980,0.011066149,-0.002039853,-0.004265826,-0.005965088,0.022181127,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
129,6.485220131,0.400000000,0.000000000,0.200000000,-0.017601386,-0.020729659,0.018827865,0.000263657,0.001670527,-0.004796021,-0.018361121,-0.013789263,-0.021517290,0.010990013,-0.001996937,-0.004120155,-0.005934169,0.021942252,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
130,6.534974640,0.400000000,0.000000000,0.200000000,-0.017459070,-0.020667339,0.018642418,0.000275295,0.001438933,-0.004776091,-0.018134804,-0.013600678,-0.021451637,0.010910875,-0.001953366,-0.003985629,-0.005904010,0.021705490,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
