step,source_elapsed_s,target_center_x,target_center_y,target_center_z,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,noise_0,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,noise_11,noise_12,noise_13
62,3.135045449,0.500000000,0.000000000,0.200000000,0.006529026,-0.010779938,-0.009858856,-0.002398666,0.020335016,-0.028704757,-0.017979988,0.026352979,-0.024334999,-0.017852638,-0.006331835,0.027498412,0.011221291,-0.006166634,-0.008082974,0.003800025,0.006289851,0.007496891,0.006157194,-0.016508396,0.000212903,0.004115149,0.000807646,0.001586800,0.008531669,0.019498484,0.015734211,-0.009341956
63,3.184901128,0.500000000,0.000000000,0.200000000,0.020231675,-0.015184243,-0.014781767,-0.005131940,0.013766172,-0.013467034,-0.017247226,0.024699146,-0.042989617,-0.019725787,-0.026215795,0.027319569,-0.001850395,-0.010030433,0.005783948,-0.000744113,0.001149809,0.004616460,-0.000082882,-0.001479393,0.000731517,0.002620589,-0.017846986,-0.000465453,-0.011471534,0.019472846,0.002438803,-0.013342569
64,3.234880285,0.500000000,0.000000000,0.200000000,0.016775525,-0.014073644,-0.012714670,-0.038164526,0.010051310,-0.019644805,-0.013935083,0.027720273,-0.026947995,-0.019571323,-0.016170416,0.001105591,-0.018035395,-0.019986213,0.002488772,0.000231213,0.003005588,-0.028566964,-0.003476706,-0.007865140,0.003832674,0.005800829,-0.001804426,-0.000487443,-0.001542239,-0.006589716,-0.013965433,-0.023429664
65,3.284851213,0.500000000,0.000000000,0.200000000,0.020133738,-0.015860690,-0.013245537,0.001996363,0.018483502,-0.012149827,-0.016048965,0.017061517,-0.032530427,-0.014715804,-0.005628830,0.021885475,-0.003903423,-0.031527931,0.006006574,-0.001692867,0.002266006,0.011449515,0.005268882,-0.000574757,0.001511165,-0.004698829,-0.007389886,0.004195539,0.008888684,0.014339737,-0.000045785,-0.035097243
66,3.334866334,0.500000000,0.000000000,0.200000000,0.011424407,-0.015182500,-0.009879191,-0.021098011,0.021915905,-0.009456799,-0.016570610,0.023681017,-0.020585051,-0.023762673,0.002979073,-0.013138458,-0.013885184,-0.009387319,-0.002542884,-0.001149282,0.005425036,-0.011791554,0.009011638,0.001914301,0.000781869,0.002081961,0.004553061,-0.005021011,0.017376182,-0.020533166,-0.010242358,-0.013077470
67,3.384911286,0.500000000,0.000000000,0.200000000,0.017795029,-0.015267698,-0.005654218,-0.022473703,0.038343756,-0.005894535,-0.014797069,0.024493002,-0.018361389,-0.021849595,-0.033863018,0.018839811,0.006606061,0.001291006,0.003978479,-0.001351685,0.009501955,-0.013257190,0.025695785,0.005337390,0.002382726,0.003024806,0.006791659,-0.003249519,-0.019527706,0.011558583,0.010087822,-0.002517206
68,3.435120044,0.500000000,0.000000000,0.200000000,0.012458028,-0.014010447,-0.013869185,0.003857855,0.009433045,-0.008159797,-0.013687011,0.020154726,-0.020421522,-0.021098013,-0.012779631,0.004342210,0.014373991,-0.001811053,-0.001218470,-0.000213978,0.001073637,0.012910015,-0.002941950,0.002861289,0.003308415,-0.001157272,0.004709337,-0.002655015,0.001417158,-0.002794364,0.017649299,-0.005720226
69,3.484907318,0.500000000,0.000000000,0.200000000,0.007632518,-0.013193538,-0.017411910,0.010189311,0.016413367,-0.014009902,-0.019660586,0.021568979,-0.026549028,-0.018804026,-0.012246285,0.050598548,-0.013984753,0.008397760,-0.005897074,0.000469233,-0.002663490,0.019110515,0.004328790,-0.003179871,-0.002866225,0.000416395,-0.001416150,-0.000520521,0.001839035,0.043607401,-0.010911145,0.004385778
70,3.534934563,0.500000000,0.000000000,0.200000000,0.017983893,-0.011483404,-0.015099124,-0.004234050,0.009721124,0.005980297,-0.018122217,0.023501546,-0.030323631,-0.014521930,-0.023497153,0.027297662,-0.010493039,0.002647421,0.004608976,0.002048455,-0.000544139,0.004553315,-0.002081393,0.016620286,-0.001525242,0.002507529,-0.005192430,0.003602885,-0.009529111,0.020450663,-0.007619522,-0.001465053
71,3.584921276,0.500000000,0.000000000,0.200000000,0.012959614,-0.012841809,-0.017640997,-0.032995698,-0.006460150,-0.012296017,-0.013474281,0.029331142,-0.021655271,-0.013226028,-0.013632906,0.005221531,0.005250194,0.029350957,-0.000261482,0.000555859,-0.003277169,-0.024339900,-0.017986511,-0.001843405,0.002928094,0.008496618,0.003477413,0.004742941,0.000220270,-0.001484033,0.007926272,0.025139750
72,3.634962296,0.500000000,0.000000000,0.200000000,0.020732548,-0.012484531,-0.021257772,-0.016335136,-0.011556774,-0.001628728,-0.016267217,0.031166744,-0.015084916,-0.018472098,-0.003717781,0.006389124,-0.023203027,0.012729863,0.007664877,0.000783506,-0.007080543,-0.007808291,-0.022811992,0.008641096,-0.000056450,0.010490535,0.010045468,-0.000657946,0.010025088,-0.000178372,-0.020717593,0.008422791
73,3.684924252,0.500000000,0.000000000,0.200000000,0.014126761,-0.012737905,-0.005002684,-0.020840896,-0.003508381,-0.002413007,-0.012723870,0.025663653,-0.024034794,-0.016095363,-0.009486244,0.008666685,-0.005896031,0.027022227,0.001210765,0.000400783,0.008989256,-0.012440486,-0.014500401,0.007676935,0.003297933,0.005146388,0.001096415,0.001568097,0.004141132,0.002235409,-0.003599751,0.022622524
74,3.734931496,0.500000000,0.000000000,0.200000000,0.010115556,-0.015092199,-0.013474461,-0.017454317,0.002332746,-0.005093973,-0.018844063,0.013058888,-0.029387658,-0.021540846,-0.019324079,0.002082954,-0.020163256,-0.019521620,-0.002650641,-0.002080567,0.000336301,-0.009181027,-0.008401620,0.004817575,-0.003009102,-0.007300775,-0.004258064,-0.004027901,-0.005806295,-0.004215349,-0.018049887,-0.024010617
75,3.785041058,0.500000000,0.000000000,0.200000000,0.023532596,-0.012539291,-0.015753195,-0.000921570,0.012545719,-0.008608326,-0.016604993,0.018210420,-0.028310879,-0.009548585,-0.017575940,0.011925723,0.005551180,-0.028000849,0.010916482,0.000342961,-0.002121034,0.007233480,0.002062462,0.001129819,-0.000953756,-0.001990909,-0.003182939,0.007818908,-0.004169209,0.005758903,0.007485110,-0.032574922
76,3.834955954,0.500000000,0.000000000,0.200000000,0.018420531,-0.012364360,-0.022924700,0.012188728,0.019550372,-0.007229520,-0.017158854,0.013214941,-0.026261541,-0.019324308,0.000894605,0.014014176,0.013767750,0.008251390,0.005953397,0.000391819,-0.009466747,0.020222587,0.009312518,0.002336443,-0.001688370,-0.006830554,-0.001133542,-0.002103144,0.014188405,0.007975501,0.015522941,0.003595712
77,3.884965713,0.500000000,0.000000000,0.200000000,0.011531005,-0.013012337,-0.014790915,-0.010099506,0.013279477,-0.007723333,-0.015321227,0.038408684,-0.024256913,-0.015516287,-0.016101894,0.018585064,0.010837927,0.006530568,-0.000790596,-0.000381560,-0.001506127,-0.002182852,0.003280576,0.001673815,-0.000029171,0.018520631,0.000868026,0.001564087,-0.002915422,0.012672836,0.012421711,0.001796423
78,3.935075389,0.500000000,0.000000000,0.200000000,0.017670525,-0.011467166,-0.020021128,-0.024994468,0.000562077,-0.008267829,-0.017116660,0.007445873,-0.029717486,-0.017192195,-0.014591649,0.007186054,-0.004198939,0.007455623,0.005494322,0.001038967,-0.006907166,-0.017190684,-0.009205170,0.000965927,-0.002000911,-0.012287774,-0.004594065,-0.000253356,-0.001515427,0.001397591,-0.002785252,0.002647137
79,3.984904757,0.500000000,0.000000000,0.200000000,0.010813165,-0.013735650,-0.020311157,-0.009102940,0.014258430,-0.014258353,-0.016541526,0.025417302,-0.013020068,-0.010294489,-0.021401683,-0.004030163,-0.005835464,0.007122018,-0.001218711,-0.001354012,-0.007360291,-0.001405036,0.004714656,-0.005181404,-0.001596685,0.005836139,0.012103599,0.006507239,-0.008431808,-0.009699897,-0.004586867,0.002242679
80,4.035258606,0.500000000,0.000000000,0.200000000,0.259989561,-0.842817940,-0.059766015,-0.928808586,0.432381134,-0.983667395,0.009603558,0.142790058,-0.867263843,-0.192730488,-0.955696387,0.224617176,-0.993666916,-0.442434779,0.001473488,-0.003064253,0.006526129,0.011213585,-0.004665334,0.003810086,-0.001818154,-0.000800050,0.010271202,-0.006243648,-0.008186800,-0.006596483,-0.005220442,0.004390636
81,4.084996231,0.400000000,0.000000000,0.200000000,0.244063040,-0.199043113,0.019909806,-0.803170816,-0.182716002,-0.861963870,0.236231951,0.330390733,-0.621424413,0.085307312,-0.758179336,0.209660563,-0.960086042,-0.505207634,-0.000759775,0.002879989,-0.005002484,0.009979769,-0.003917580,0.002835987,-0.000460895,-0.002652693,-0.004570759,-0.001450832,-0.015286951,-0.008187991,-0.032956535,-0.006098008
82,4.134949868,0.400000000,0.000000000,0.200000000,0.194576853,0.059248176,0.017973500,-0.482104905,-0.357980313,-0.400247643,0.281428820,0.312408002,-0.292780459,0.031964078,-0.526965465,0.183921469,-0.660148738,-0.417658132,-0.004900134,-0.000549331,-0.004777310,0.013882957,-0.002155604,-0.001390198,0.003182715,-0.008030830,0.000922441,-0.006314371,-0.012398745,-0.009978744,0.025184991,-0.012810480
83,4.184850907,0.400000000,0.000000000,0.200000000,0.094007414,0.032158917,-0.084163808,-0.243635690,-0.330469916,-0.121915647,0.153467143,0.122032872,-0.060921742,-0.082775511,-0.236906882,0.022106771,-0.163353481,-0.386347162,0.003862593,0.000886409,0.007716804,-0.002955025,-0.012412796,-0.009079398,0.003930876,0.005140788,0.011149415,0.007570878,0.005647380,0.000369559,0.009138844,-0.022034692
84,4.234938551,0.400000000,0.000000000,0.200000000,0.020664757,-0.121395381,-0.183443106,-0.065351839,-0.213748670,-0.033698566,-0.013180537,-0.078787484,-0.025683498,-0.174778002,-0.078978017,-0.118834263,0.097536552,-0.307465967,-0.001452483,0.000038466,0.004355692,-0.022990095,-0.017123497,0.009608850,0.001619050,-0.003068679,-0.003603624,0.000020233,-0.022652246,-0.010263203,0.014469641,0.018116418
85,4.284920177,0.400000000,0.000000000,0.200000000,-0.007750772,-0.210210649,-0.169316603,0.126347243,-0.136788797,0.022072940,-0.131730128,-0.162925503,0.031375298,-0.146286909,0.095330250,-0.177086923,0.133317328,-0.212860537,0.008700853,0.000803711,0.006603779,-0.019585193,-0.013405171,-0.023246822,-0.003831733,-0.014429576,0.004621518,0.003336634,-0.020322684,-0.021109897,0.013775765,0.023082274
86,4.334897417,0.400000000,0.000000000,0.200000000,-0.022949079,-0.197892676,-0.080895947,0.145988923,-0.063850542,0.028662791,-0.185325594,-0.116203501,-0.009181888,-0.034229627,0.116789717,-0.051009025,0.082615356,-0.125646658,-0.006576005,0.000399952,0.007702081,0.003958431,0.015125977,0.000680733,0.000614567,-0.002902775,-0.015738393,-0.002537293,-0.014562231,0.013361361,-0.020587389,-0.002544582
87,4.385147843,0.400000000,0.000000000,0.200000000,-0.044778311,-0.117072956,-0.047456684,0.115250513,-0.069927746,0.035304243,-0.208004550,-0.087712559,-0.024590197,-0.010876881,0.098443902,-0.047990187,0.068646387,-0.085129761,0.000224623,0.000956236,0.000378342,0.028802589,0.005013621,0.001898835,0.000566765,0.007652034,-0.011286765,-0.003534898,0.000576629,-0.009812805,0.001907357,-0.032964379
88,4.435058461,0.400000000,0.000000000,0.200000000,-0.054322527,-0.065429202,0.000190177,0.033866067,-0.026973342,0.038134039,-0.204246324,-0.036314058,-0.034318378,0.043613517,0.059666627,-0.000416391,0.040167357,0.005910700,0.010189875,0.000508220,0.000550554,-0.013986714,0.007909651,0.007497551,-0.001306277,-0.000451955,-0.010447772,0.001139821,0.001096410,0.013547421,0.007414269,0.021931646
89,4.484972123,0.400000000,0.000000000,0.200000000,-0.074091335,-0.030426169,0.036158393,0.017025482,-0.028435058,0.023741764,-0.190447673,-0.011506607,-0.020170445,0.028638871,0.018424588,-0.008716268,0.012286120,0.018335685,-0.000698765,0.000361850,-0.000870631,0.000355492,-0.006141256,-0.000753504,-0.001520127,0.008494801,0.002972060,0.000847928,-0.005579784,0.013398851,0.001855685,0.009770268
90,4.534921530,0.400000000,0.000000000,0.200000000,-0.060012371,-0.027597006,0.056271363,-0.007636171,-0.013284519,0.025275015,-0.160507777,-0.006032750,-0.026143417,0.025380660,-0.011715812,-0.026147569,0.011077218,0.053751616,-0.002431084,0.000523489,-0.003593441,-0.008746147,-0.005308563,0.013205847,0.000349096,0.011144407,-0.006585334,0.001622943,-0.007809844,0.004065493,0.023155169,0.026536770
91,4.585039355,0.400000000,0.000000000,0.200000000,-0.048645653,-0.015120613,0.065961890,-0.020253675,0.006616221,-0.007700538,-0.123450534,-0.028464951,-0.015050263,0.017307309,-0.017782210,-0.050682338,-0.007103231,0.030338848,-0.004338563,0.001223018,0.004569125,-0.002172777,-0.003878911,-0.006941704,0.000435694,-0.010486463,-0.001864540,0.000371694,-0.010560333,-0.015102668,0.010445749,-0.003731096
92,4.634942967,0.400000000,0.000000000,0.200000000,-0.042993227,-0.007608404,0.057701298,-0.035305588,0.030861556,-0.008807367,-0.092285103,-0.023329065,-0.021272268,0.014398395,-0.001381611,-0.027804753,-0.004510659,0.036233333,-0.008278469,-0.000429578,0.001586557,-0.008823585,0.003586215,0.001219489,0.000850507,-0.002999092,-0.003970161,0.004570792,0.003215848,0.005000455,0.008416406,0.005988785
93,4.684925756,0.400000000,0.000000000,0.200000000,-0.027453624,-0.003939495,0.050882860,-0.031080608,0.041637947,-0.008054562,-0.071569316,-0.013844937,-0.005542853,0.005877100,-0.001209415,-0.011613125,-0.027736998,0.027819478,0.001909388,0.000499087,0.000214363,-0.008118755,0.007360929,0.002117342,-0.000822522,0.006389469,0.013540634,-0.004254427,0.003135548,0.016367758,-0.019309697,0.000679879
94,4.735233985,0.400000000,0.000000000,0.200000000,-0.024542679,-0.008582502,0.054666453,-0.004906192,0.026667124,-0.019490602,-0.053727852,-0.027636352,-0.017398105,0.007688927,0.000622434,-0.007226253,0.005398991,0.024135204,-0.000230654,-0.000906749,0.008692333,0.011503330,-0.000466494,-0.010482051,0.000443528,-0.006280598,0.003762093,-0.001328303,0.004548205,0.018555319,0.011358476,-0.003844151
95,4.784908896,0.400000000,0.000000000,0.200000000,-0.022931501,-0.013842252,0.044505236,-0.022684871,0.021459829,-0.018964133,-0.042429308,-0.006430006,-0.024921817,0.008637884,-0.011273485,-0.021446087,0.001372654,0.071203890,-0.000393906,-0.001306098,0.004252979,-0.011474426,-0.004887106,-0.010719277,0.000313850,0.014679886,-0.002871857,-0.001784780,-0.006724276,0.001911800,0.006085290,0.043472104
96,4.834924400,0.400000000,0.000000000,0.200000000,-0.016041200,-0.016000345,0.028872194,0.011147780,0.029685168,-0.012771581,-0.035636810,-0.021206989,-0.014081984,0.012641061,-0.013948852,-0.015632857,0.019633392,0.035410164,0.006644808,0.000450068,-0.005064843,0.018615861,0.005098526,-0.005105695,0.000957972,0.001092334,0.008747699,0.002409215,-0.009510579,0.005374802,0.023618299,0.008386277
97,4.885173759,0.400000000,0.000000000,0.200000000,-0.024839645,-0.020716212,0.042383358,0.013943860,0.015009858,-0.002255147,-0.029216001,-0.015734085,-0.025939258,0.010780670,-0.031067669,-0.020974676,-0.005607386,0.042159341,-0.001547228,-0.000742101,0.012911677,0.018158886,-0.007698800,0.005091835,0.003557032,0.006972757,-0.002852367,-0.000190935,-0.026632958,-0.002253576,-0.001640539,0.015466870
98,4.934971927,0.400000000,0.000000000,0.200000000,-0.025047866,-0.022962389,0.035242122,0.011389731,0.014895086,-0.023776072,-0.034878436,-0.024172298,-0.023347427,0.010584767,0.007741081,0.005743424,0.006736819,0.031804516,-0.001135391,-0.000840991,0.008600137,0.013633071,-0.005395993,-0.016648453,-0.004602810,-0.001174691,-0.000174100,-0.000633907,0.012107635,0.022575757,0.011100626,0.004932108
99,4.984892661,0.400000000,0.000000000,0.200000000,-0.022758514,-0.024178028,0.030598685,-0.004851248,0.027532752,-0.016118800,-0.029172779,-0.035355565,-0.025773690,0.019440152,-0.014807477,-0.021184616,-0.012120258,0.032801578,0.001314891,-0.002351606,0.005143979,-0.002837832,0.009342748,-0.009230065,-0.000737118,-0.012565289,-0.002310413,0.008082245,-0.010602224,-0.005718229,-0.007155187,0.005599352
100,5.035023337,0.400000000,0.000000000,0.200000000,-0.028905480,-0.022796727,0.017693721,0.035808105,0.010414511,-0.008413425,-0.030594943,-0.022143808,-0.026064947,0.002000835,0.037088472,-0.020309589,-0.011692514,0.040418514,-0.005460699,-0.000867059,-0.007432058,0.037362105,-0.006317934,-0.001884388,-0.003324676,0.000110156,-0.002419423,-0.009334737,0.041057396,-0.005861631,-0.006428921,0.013037630
101,5.084873713,0.400000000,0.000000000,0.200000000,-0.034078384,-0.022340500,0.017930446,-0.011907750,0.010750948,-0.026264227,-0.028226038,-0.020201382,-0.031546226,0.011798628,-0.008442596,0.002894282,-0.008401240,0.032233726,-0.011260100,-0.000384453,-0.007213159,-0.010531521,-0.005106020,-0.020002305,-0.001608057,0.001537013,-0.007642387,0.000539086,-0.004681466,0.016665042,-0.002904808,0.004794404
102,5.135079907,0.400000000,0.000000000,0.200000000,-0.022071101,-0.022391224,0.033726579,0.004366113,0.018115895,-0.000178170,-0.020504564,-0.027617840,-0.014091056,0.006676385,-0.005129366,-0.003709149,0.012240497,0.012685862,0.000233058,-0.000499282,0.008720128,0.005627075,0.003131840,0.005818693,0.005589543,-0.006565373,0.010152913,-0.004762685,-0.001662887,0.009341955,0.017829402,-0.014611735
103,5.185407638,0.400000000,0.000000000,0.200000000,-0.015326680,-0.020811315,0.037708709,-0.018593345,0.019619632,-0.009225145,-0.026690818,-0.020384314,-0.027673905,0.013787107,-0.001725214,-0.024950007,0.027970830,0.028333204,0.006437701,0.001122688,0.012672361,-0.017436751,0.005385942,-0.003422840,-0.000898197,0.000175189,-0.003652578,0.002357386,0.001838732,-0.012539772,0.033727458,0.001228850
104,5.234909684,0.400000000,0.000000000,0.200000000,-0.030977889,-0.022322438,0.025010931,-0.004851454,0.010790794,0.004533744,-0.027022276,-0.023534097,-0.027673585,0.009700758,-0.013013868,-0.010115809,0.010237684,0.029548573,-0.009405070,-0.000389732,0.000371641,-0.003780638,-0.002558054,0.010186029,-0.001469286,-0.003417652,-0.003823375,-0.001767574,-0.009556315,0.001687233,0.016084103,0.002700668
105,5.285024469,0.400000000,0.000000000,0.200000000,-0.020424977,-0.022739215,0.021662159,-0.020974990,0.030635440,-0.007503874,-0.027798036,-0.019358055,-0.025221754,0.016903779,0.002279724,-0.025133961,-0.013500601,0.010700952,0.000896053,-0.000761217,-0.002715839,-0.020050504,0.018084103,-0.001948272,-0.002511812,0.000427128,-0.001494277,0.005440698,0.005689177,-0.013853851,-0.007565672,-0.015932454
106,5.335354698,0.400000000,0.000000000,0.200000000,-0.022126561,-0.024550704,0.033204221,0.004376557,0.013570879,-0.003272434,-0.023345715,-0.025839647,-0.022635800,0.019148566,0.017408946,-0.024694678,-0.012788101,0.021185814,-0.000985553,-0.002565808,0.009131278,0.005198315,0.001804374,0.002203487,0.001645421,-0.006402243,0.000952790,0.007610468,0.020747231,-0.013925258,-0.006777686,-0.005258059
107,5.384935537,0.400000000,0.000000000,0.200000000,-0.030693697,-0.022989145,0.023678730,0.006305315,0.009462627,-0.016793393,-0.025308156,-0.025133764,-0.016457685,0.015676974,-0.010174446,0.006366940,-0.010542927,0.032117374,-0.009739138,-0.001006872,-0.000123256,0.007014696,-0.001573921,-0.011390337,-0.000627175,-0.006000083,0.007000442,0.004105219,-0.006899490,0.016656656,-0.004478780,0.005832307
108,5.434910700,0.400000000,0.000000000,0.200000000,-0.013032731,-0.020790062,0.022531262,0.002218950,0.036628959,-0.006653447,-0.023168614,-0.026370782,-0.018836659,0.009860006,0.010024576,-0.019693899,0.004349735,0.028381666,0.007754679,0.001174875,-0.000992840,0.002831429,0.026289438,-0.001310217,0.001185736,-0.007544251,0.004491534,-0.001767270,0.013234951,-0.009867116,0.010455499,0.002236416
109,5.484925698,0.400000000,0.000000000,0.200000000,-0.018430734,-0.020982781,0.027880710,-0.011378815,-0.007638321,-0.005690051,-0.021943390,-0.026628486,-0.014958867,0.007807859,0.000021141,-0.008111695,-0.003951325,0.051884159,0.002191056,0.000957270,0.004621564,-0.010867523,-0.017320171,-0.000404875,0.002074011,-0.008088597,0.008241811,-0.003856137,0.003168515,0.001277318,0.002183153,0.025859689
110,5.535012799,0.400000000,0.000000000,0.200000000,-0.026234618,-0.023356429,0.020757342,0.003657050,0.001271174,0.005640869,-0.023443556,-0.018265171,-0.025995525,0.016256992,0.017421774,-0.039528887,0.001963132,0.007204748,-0.005771118,-0.001447926,-0.002239812,0.004078466,-0.007785836,0.010879704,0.000226041,-0.000006262,-0.002920034,0.004554326,0.020507651,-0.030556892,0.008118187,-0.018712385
111,5.584910249,0.400000000,0.000000000,0.200000000,-0.017979276,-0.021495127,0.024539256,-0.001399044,0.004413014,0.001369182,-0.025726153,-0.006648445,-0.017393404,0.005895390,-0.025887535,0.012398450,-0.007413083,0.007470011,0.002326561,0.000360101,0.001795982,-0.001055822,-0.004058515,0.006567547,-0.002403256,0.011330519,0.005571977,-0.005835503,-0.022868548,0.020966386,-0.001245958,-0.018311337
112,5.635013526,0.400000000,0.000000000,0.200000000,-0.015108962,-0.021566108,0.025245204,0.000313255,0.009170132,-0.000075776,-0.020686193,-0.032222794,-0.023370982,0.015136627,0.012164985,-0.012300779,-0.007098262,0.011833662,0.005040105,0.000225881,0.002752559,0.000590294,0.001252815,0.005088905,0.002298844,-0.014525313,-0.000507503,0.003389367,0.015112610,-0.004123391,-0.000926100,-0.013780121
113,5.684934058,0.400000000,0.000000000,0.200000000,-0.029009864,-0.022625508,0.025112740,-0.001286218,0.018318951,-0.009733886,-0.021459234,-0.018891821,-0.019846401,0.008231620,-0.005006525,-0.008785618,-0.003028572,0.059420691,-0.009019908,-0.000897847,0.002857448,-0.001073023,0.010919792,-0.004603223,0.001201515,-0.001467111,0.002919960,-0.003513665,-0.002121946,-0.000973687,0.003154422,0.033987771
114,5.734947301,0.400000000,0.000000000,0.200000000,-0.026421823,-0.020272248,0.018348951,0.001195253,0.004272586,-0.005228507,-0.018339140,-0.019389114,-0.009959003,0.006684487,-0.001840025,-0.012430892,-0.022592176,0.031483809,-0.006586479,0.001392291,-0.003665931,0.001350765,-0.002628304,-0.000129501,0.004006006,-0.002235585,0.012714047,-0.005055077,0.000972508,-0.004965125,-0.016404875,0.006241091
115,5.784850872,0.400000000,0.000000000,0.200000000,-0.023093862,-0.020296498,0.017545195,0.003155573,0.008817751,0.009067583,-0.020888393,-0.021491055,-0.034454867,0.011126790,0.014480179,-0.000152570,-0.017316607,0.027480329,-0.003416528,0.001304697,-0.004236641,0.003260645,0.002391144,0.014139597,0.001149039,-0.004599836,-0.011872776,-0.000596012,0.017228578,0.006987327,-0.011127325,0.002434511
116,5.834961170,0.400000000,0.000000000,0.200000000,-0.016573957,-0.021964379,0.021863961,-0.001511991,0.006816696,0.002842510,-0.028217862,-0.037222802,-0.014833206,0.009690308,0.013407620,0.011977176,-0.012549383,0.021372060,0.002948196,-0.000426678,0.000313922,-0.001452353,0.000842247,0.007889431,-0.006481507,-0.020589388,0.007661103,-0.002010898,0.016092362,0.018809200,-0.006359952,-0.003471497
117,5.884940692,0.400000000,0.000000000,0.200000000,-0.013740181,-0.019685217,0.023260160,0.011052432,0.002498671,-0.001629215,-0.022544876,-0.010553941,-0.027555401,0.011643894,0.000800932,-0.035399032,0.016051777,-0.004254849,0.005627119,0.001787768,0.001945995,0.011068082,-0.003034599,0.003392508,-0.001106672,0.005824724,-0.005149097,-0.000030986,0.003420392,-0.028861204,0.022233669,-0.028888562
118,5.935031733,0.400000000,0.000000000,0.200000000,-0.020882080,-0.022102438,0.020317034,-0.028241571,0.011337908,-0.002128884,-0.020570219,-0.012756919,-0.012866133,0.010311071,-0.011537387,0.005412858,-0.022250626,0.017560748,-0.001669508,-0.000672126,-0.000869774,-0.028274916,0.006120638,0.002872582,0.000624246,0.003426018,0.009486609,-0.001295310,-0.008969679,0.011732602,-0.016052776,-0.006895585
119,5.984954440,0.400000000,0.000000000,0.200000000,-0.023949367,-0.019511110,0.020581906,0.013848779,0.010464646,-0.013198112,-0.021128945,-0.023708846,-0.035538731,0.011680413,-0.017652801,-0.007782699,-0.009533961,0.051015989,-0.004846659,0.001852713,-0.000322145,0.013800630,0.005671333,-0.008209684,-0.000210252,-0.007781896,-0.013284823,0.000061152,-0.015143624,-0.001730376,-0.003347629,0.026769781
120,6.035347619,0.400000000,0.000000000,0.200000000,-0.021054952,-0.022304980,0.019838301,-0.015320387,0.005485942,-0.001077331,-0.022146318,-0.025377561,-0.028113232,0.015108596,-0.013486993,-0.006947194,-0.018020851,0.008532596,-0.002120037,-0.001002222,-0.000860032,-0.015412420,0.001068041,0.003883932,-0.001501361,-0.009667973,-0.005935178,0.003551748,-0.011032890,-0.001139554,-0.011856914,-0.015499766
121,6.085327536,0.400000000,0.000000000,0.200000000,-0.015365434,-0.024247413,0.027592976,0.002732629,0.010887556,-0.009984441,-0.023582873,-0.034874297,-0.027042133,0.014225550,0.000152714,-0.001832479,-0.020995666,0.011409474,0.003422339,-0.003010192,0.007124598,0.002615785,0.006843325,-0.005042996,-0.003213815,-0.019405527,-0.004946598,0.002701465,0.002549760,0.003735617,-0.014851607,-0.012400665
122,6.134959647,0.400000000,0.000000000,0.200000000,-0.013373232,-0.023454254,0.013590572,0.021582886,0.009485779,0.002229446,-0.021090714,-0.023441048,-0.023528520,0.012686704,0.015023444,0.015520377,-0.012033109,0.033957516,0.005258150,-0.002280825,-0.006667460,0.021434102,0.005788263,0.007147579,-0.000990035,-0.008193665,-0.001509696,0.001224652,0.017365058,0.020868836,-0.005911088,0.010372100
123,6.185007537,0.400000000,0.000000000,0.200000000,-0.022092756,-0.021911729,0.018002861,-0.016733117,-0.007253436,0.013580046,-0.022455188,-0.002336972,-0.026296312,0.013410717,-0.023585717,0.020198683,0.001993878,-0.001212914,-0.003611013,-0.000802154,-0.002040093,-0.016904633,-0.010616977,0.018480015,-0.002619166,0.012685538,-0.004352355,0.002002228,-0.021297597,0.025338115,0.008094994,-0.024569268
124,6.235078868,0.400000000,0.000000000,0.200000000,-0.018258228,-0.019801142,0.012538404,0.019502539,0.000510336,-0.005146387,-0.023551367,-0.017248226,-0.013312166,0.011441655,-0.010391451,-0.018186305,-0.016232772,0.041776730,0.000073465,0.001246681,-0.007294863,0.019307867,-0.002535575,-0.000265446,-0.003973348,-0.002441475,0.008556150,0.000096644,-0.008155411,-0.013243057,-0.010155095,0.018651994
125,6.284893134,0.400000000,0.000000000,0.200000000,-0.019281257,-0.022724171,0.025596331,-0.000102680,0.018596997,0.008798653,-0.018624267,-0.022681584,-0.026313687,0.015514148,0.008609506,-0.006235445,0.004637124,0.023684396,-0.001097906,-0.001740574,0.005969790,-0.000312455,0.015852862,0.013664537,0.000700751,-0.008087485,-0.004517410,0.004233621,0.010794883,-0.001477250,0.010689022,0.000793662
126,6.334973570,0.400000000,0.000000000,0.200000000,-0.027031812,-0.020028669,0.018526258,0.000420455,-0.002237027,0.008762176,-0.018702483,-0.023295483,-0.023020983,0.019893632,-0.007555196,-0.016363136,-0.003970795,0.029933388,-0.008995704,0.000891850,-0.000896102,0.000191100,-0.004692752,0.013607966,0.000374643,-0.008909094,-0.001298119,0.008681469,-0.005417071,-0.011778923,0.002055579,0.007277964
127,6.384949633,0.400000000,0.000000000,0.200000000,-0.015775249,-0.021775842,0.018111497,-0.003508863,0.009514450,-0.006022350,-0.017349409,0.010245155,-0.019546522,0.012288878,0.000414121,-0.017148888,0.008385012,0.011611323,0.002114606,-0.000919087,-0.001110407,-0.003753328,0.007333590,-0.001195506,0.001484333,0.024427954,0.002107844,0.001148292,0.002502179,-0.012728644,0.014382553,-0.010807740
